lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.010000000000000004,0.5,10.000000000000002,2,0.0015301061634555566,-0.0015298624438820449,3,1.0935108499755979,-1.1004031397207723,-4.0655821185575931,7.659033755074848,0.0015292805956740308,SMA,0.0023263695208492752,0.00095054357297216796,1.0000051593919448,0.02100437548265657,0.00025428686499541465,0.40000000000000002
